Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
447	0x1502	AUDUSD 	0.76	0.844	Buy	Done
448	0x12d	USDPLN 	3.7	3.691	 Sell	In_process
449	0x12d	USDPLN 	3.7	3.691	 Sell	 Cansel
450	0x12d	USDPLN 	3.7	3.691	 Sell	Done
451	0xafe	USDPLN 	3.7	3.695	 Sell	In_process
452	0xafe	USDPLN 	3.7	3.695	 Sell	 Cansel
453	0xafe	USDPLN 	3.7	3.695	 Sell	Done
454	0x764	USDCAD 	0.78	0.876	Buy	In_process
455	0x764	USDCAD 	0.78	0.876	Buy	 Cansel
456	0x764	USDCAD 	0.78	0.876	Buy	Done
457	0x550	EURUSD 	1.2	1.177	 Sell	In_process
458	0x550	EURUSD 	1.2	1.177	 Sell	 Cansel
459	0x550	EURUSD 	1.2	1.177	 Sell	Done
460	0x1656	GBPUSD 	1.37	1.337	Buy	In_process
461	0x1656	GBPUSD 	1.37	1.337	Buy	 PartialFill
462	0x1656	GBPUSD 	1.37	1.337	Buy	Done
463	0x174e	GBPUSD 	1.37	1.370	Buy	In_process
464	0x174e	GBPUSD 	1.37	1.370	Buy	 Cansel
465	0x174e	GBPUSD 	1.37	1.370	Buy	Done
466	0x757	USDCHF 	0.9	0.856	Buy	In_process
467	0x757	USDCHF 	0.9	0.856	Buy	Fill
468	0x757	USDCHF 	0.9	0.856	Buy	Done
469	0x17a9	GBRJPY 	143.61	144.370	Buy	In_process
470	0x17a9	GBRJPY 	143.61	144.370	Buy	 Cansel
471	0x17a9	GBRJPY 	143.61	144.370	Buy	Done
472	0x154a	GBPUSD 	1.37	1.336	Buy	In_process
473	0x154a	GBPUSD 	1.37	1.336	Buy	 Cansel
474	0x154a	GBPUSD 	1.37	1.336	Buy	Done
475	0x742	EURUSD 	1.2	1.175	 Sell	In_process
476	0x742	EURUSD 	1.2	1.175	 Sell	 Cansel
477	0x742	EURUSD 	1.2	1.175	 Sell	Done
478	0xef7	EURPLN 	4.5	4.489	 Sell	In_process
479	0xef7	EURPLN 	4.5	4.489	 Sell	 PartialFill
480	0xef7	EURPLN 	4.5	4.489	 Sell	Done
481	0x158	EURJPY 	126.39	126.390	 Sell	In_process
482	0x158	EURJPY 	126.39	126.390	 Sell	 PartialFill
483	0x158	EURJPY 	126.39	126.390	 Sell	Done
484	0x511	EURJPY 	126.39	127.070	 Sell	In_process
485	0x511	EURJPY 	126.39	127.070	 Sell	 Cansel
486	0x511	EURJPY 	126.39	127.070	 Sell	Done
487	0x13fb	USDJPY 	105.02	105.550	 Sell	In_process
488	0x13fb	USDJPY 	105.02	105.550	 Sell	 Cansel
489	0x13fb	USDJPY 	105.02	105.550	 Sell	Done
490	0xaee	USDJPY 	105.02	104.530	Buy	In_process
491	0xaee	USDJPY 	105.02	104.530	Buy	Fill
492	0xaee	USDJPY 	105.02	104.530	Buy	Done
493	0xc4	USDCHF 	0.9	0.861	Buy	In_process
494	0xc4	USDCHF 	0.9	0.861	Buy	 Cansel
495	0xc4	USDCHF 	0.9	0.861	Buy	Done
496	0xefa	USDPLN 	3.7	3.698	 Sell	In_process
497	0xefa	USDPLN 	3.7	3.698	 Sell	 Cansel
498	0xefa	USDPLN 	3.7	3.698	 Sell	Done
499	0x296	EURJPY 	126.39	127.100	 Sell	In_process
500	0x296	EURJPY 	126.39	127.100	 Sell	 PartialFill
501	0x296	EURJPY 	126.39	127.100	 Sell	Done
502	0x1216	USDPLN 	3.7	3.691	 Sell	In_process
503	0x1216	USDPLN 	3.7	3.691	 Sell	 PartialFill
504	0x1216	USDPLN 	3.7	3.691	 Sell	Done
505	0x17af	AUDUSD 	0.76	0.847	Buy	In_process
506	0x17af	AUDUSD 	0.76	0.847	Buy	 Cansel
507	0x17af	AUDUSD 	0.76	0.847	Buy	Done
508	0xb	EURJPY 	126.39	127.040	 Sell	In_process
509	0xb	EURJPY 	126.39	127.040	 Sell	 PartialFill
510	0xb	EURJPY 	126.39	127.040	 Sell	Done
511	0x991	EURCHF 	1.08	1.142	 Sell	In_process
512	0x991	EURCHF 	1.08	1.142	 Sell	 PartialFill
513	0x991	EURCHF 	1.08	1.142	 Sell	Done
514	0x165f	USDJPY 	105.02	104.530	Buy	In_process
515	0x165f	USDJPY 	105.02	104.530	Buy	Fill
516	0x165f	USDJPY 	105.02	104.530	Buy	Done
517	0x34d	EURJPY 	126.39	127.100	 Sell	In_process
518	0x34d	EURJPY 	126.39	127.100	 Sell	Fill
519	0x34d	EURJPY 	126.39	127.100	 Sell	Done
520	0x16ab	EURUSD 	1.2	1.175	 Sell	In_process
521	0x16ab	EURUSD 	1.2	1.175	 Sell	 PartialFill
522	0x16ab	EURUSD 	1.2	1.175	 Sell	Done
523	0xb0a	EURJPY 	126.39	127.080	 Sell	In_process
524	0xb0a	EURJPY 	126.39	127.080	 Sell	 PartialFill
525	0xb0a	EURJPY 	126.39	127.080	 Sell	Done
526	0xc5c	GBPUSD 	1.37	1.334	Buy	In_process
527	0xc5c	GBPUSD 	1.37	1.334	Buy	 Cansel
528	0xc5c	GBPUSD 	1.37	1.334	Buy	Done
529	0x9ee	USDCHF 	0.9	0.861	Buy	In_process
530	0x9ee	USDCHF 	0.9	0.861	Buy	 Cansel
531	0x9ee	USDCHF 	0.9	0.861	Buy	Done
532	0xd6b	EURCHF 	1.08	1.142	 Sell	In_process
533	0xd6b	EURCHF 	1.08	1.142	 Sell	 Cansel
534	0xd6b	EURCHF 	1.08	1.142	 Sell	Done
535	0x37d	GBRJPY 	143.61	144.370	Buy	In_process
536	0x37d	GBRJPY 	143.61	144.370	Buy	Fill
537	0x37d	GBRJPY 	143.61	144.370	Buy	Done
538	0x12d0	GBRJPY 	143.61	143.610	Buy	In_process
539	0x12d0	GBRJPY 	143.61	143.610	Buy	Fill
540	0x12d0	GBRJPY 	143.61	143.610	Buy	Done
541	0x5c7	USDCAD 	0.78	0.879	Buy	In_process
542	0x5c7	USDCAD 	0.78	0.879	Buy	 PartialFill
543	0x5c7	USDCAD 	0.78	0.879	Buy	Done
544	0x6b	GBRJPY 	143.61	143.610	Buy	In_process
545	0x6b	GBRJPY 	143.61	143.610	Buy	Fill
546	0x6b	GBRJPY 	143.61	143.610	Buy	Done
547	0x1db	GBPUSD 	1.37	1.339	Buy	In_process
548	0x1db	GBPUSD 	1.37	1.339	Buy	 PartialFill
549	0x1db	GBPUSD 	1.37	1.339	Buy	Done
550	0xbd9	AUDUSD 	0.76	0.845	Buy	In_process
551	0xbd9	AUDUSD 	0.76	0.845	Buy	 PartialFill
552	0xbd9	AUDUSD 	0.76	0.845	Buy	Done
553	0x326	EURPLN 	4.5	4.500	 Sell	In_process
554	0x326	EURPLN 	4.5	4.500	 Sell	 Cansel
555	0x326	EURPLN 	4.5	4.500	 Sell	Done
556	0x685	EURJPY 	126.39	127.040	 Sell	In_process
557	0x685	EURJPY 	126.39	127.040	 Sell	 Cansel
558	0x685	EURJPY 	126.39	127.040	 Sell	Done
559	0x7e6	USDPLN 	3.7	3.696	 Sell	In_process
560	0x7e6	USDPLN 	3.7	3.696	 Sell	 Cansel
561	0x7e6	USDPLN 	3.7	3.696	 Sell	Done
562	0xbae	USDPLN 	3.7	3.692	 Sell	In_process
563	0xbae	USDPLN 	3.7	3.692	 Sell	 Cansel
564	0xbae	USDPLN 	3.7	3.692	 Sell	Done
565	0x913	EURUSD 	1.2	1.181	 Sell	In_process
566	0x913	EURUSD 	1.2	1.181	 Sell	Fill
567	0x913	EURUSD 	1.2	1.181	 Sell	Done
568	0x11a9	GBRJPY 	143.61	144.360	 Sell	In_process
569	0x11a9	GBRJPY 	143.61	144.360	 Sell	 PartialFill
570	0x11a9	GBRJPY 	143.61	144.360	 Sell	Done
571	0x248	GBPUSD 	1.37	1.339	Buy	In_process
572	0x248	GBPUSD 	1.37	1.339	Buy	 Cansel
573	0x248	GBPUSD 	1.37	1.339	Buy	Done
574	0x985	EURJPY 	126.39	127.060	 Sell	In_process
575	0x985	EURJPY 	126.39	127.060	 Sell	 Cansel
576	0x985	EURJPY 	126.39	127.060	 Sell	Done
577	0x1167	AUDUSD 	0.76	0.845	Buy	In_process
578	0x1167	AUDUSD 	0.76	0.845	Buy	 PartialFill
579	0x1167	AUDUSD 	0.76	0.845	Buy	Done
580	0x166a	USDCHF 	0.9	0.858	Buy	In_process
581	0x166a	USDCHF 	0.9	0.858	Buy	Fill
582	0x166a	USDCHF 	0.9	0.858	Buy	Done
583	0x7db	AUDUSD 	0.76	0.843	Buy	In_process
584	0x7db	AUDUSD 	0.76	0.843	Buy	Fill
585	0x7db	AUDUSD 	0.76	0.843	Buy	Done
586	0x720	USDCHF 	0.9	0.859	Buy	In_process
587	0x720	USDCHF 	0.9	0.859	Buy	 Cansel
588	0x720	USDCHF 	0.9	0.859	Buy	Done
589	0xe3	EURCHF 	1.08	1.143	 Sell	In_process
590	0xe3	EURCHF 	1.08	1.143	 Sell	 PartialFill
591	0xe3	EURCHF 	1.08	1.143	 Sell	Done
592	0x415	USDPLN 	3.7	3.693	 Sell	In_process
593	0x415	USDPLN 	3.7	3.693	 Sell	 Cansel
594	0x415	USDPLN 	3.7	3.693	 Sell	Done
595	0xa8f	EURCHF 	1.08	1.080	 Sell	In_process
596	0xa8f	EURCHF 	1.08	1.080	 Sell	 PartialFill
597	0xa8f	EURCHF 	1.08	1.080	 Sell	Done
598	0x8e4	GBPUSD 	1.37	1.338	Buy	In_process
599	0x8e4	GBPUSD 	1.37	1.338	Buy	 Cansel
600	0x8e4	GBPUSD 	1.37	1.338	Buy	Done
601	0x15ee	USDJPY 	105.02	104.540	Buy	In_process
602	0x15ee	USDJPY 	105.02	104.540	Buy	Fill
603	0x15ee	USDJPY 	105.02	104.540	Buy	Done
604	0x3f9	EURPLN 	4.5	4.487	 Sell	In_process
605	0x3f9	EURPLN 	4.5	4.487	 Sell	 PartialFill
606	0x3f9	EURPLN 	4.5	4.487	 Sell	Done
607	0x16b2	USDPLN 	3.7	3.699	 Sell	In_process
608	0x16b2	USDPLN 	3.7	3.699	 Sell	 Cansel
609	0x16b2	USDPLN 	3.7	3.699	 Sell	Done
610	0xdf0	EURPLN 	4.5	4.488	 Sell	In_process
611	0xdf0	EURPLN 	4.5	4.488	 Sell	 PartialFill
612	0xdf0	EURPLN 	4.5	4.488	 Sell	Done
613	0xb19	AUDUSD 	0.76	0.851	Buy	In_process
614	0xb19	AUDUSD 	0.76	0.851	Buy	 Cansel
615	0xb19	AUDUSD 	0.76	0.851	Buy	Done
616	0x1292	USDCHF 	0.9	0.861	Buy	In_process
617	0x1292	USDCHF 	0.9	0.861	Buy	 Cansel
618	0x1292	USDCHF 	0.9	0.861	Buy	Done
619	0x3d6	EURCHF 	1.08	1.141	 Sell	In_process
620	0x3d6	EURCHF 	1.08	1.141	 Sell	 PartialFill
621	0x3d6	EURCHF 	1.08	1.141	 Sell	Done
622	0x834	USDJPY 	105.02	105.530	 Sell	In_process
623	0x834	USDJPY 	105.02	105.530	 Sell	Fill
624	0x834	USDJPY 	105.02	105.530	 Sell	Done
625	0x143f	GBPUSD 	1.37	1.339	Buy	In_process
626	0x143f	GBPUSD 	1.37	1.339	Buy	 PartialFill
627	0x143f	GBPUSD 	1.37	1.339	Buy	Done
628	0xf5b	USDJPY 	105.02	105.020	Buy	In_process
629	0xf5b	USDJPY 	105.02	105.020	Buy	 PartialFill
630	0xf5b	USDJPY 	105.02	105.020	Buy	Done
631	0x1305	USDCAD 	0.78	0.876	Buy	In_process
632	0x1305	USDCAD 	0.78	0.876	Buy	Fill
633	0x1305	USDCAD 	0.78	0.876	Buy	Done
634	0x3fe	USDPLN 	3.7	3.691	 Sell	In_process
635	0x3fe	USDPLN 	3.7	3.691	 Sell	Fill
636	0x3fe	USDPLN 	3.7	3.691	 Sell	Done
637	0x109	GBPUSD 	1.37	1.342	Buy	In_process
638	0x109	GBPUSD 	1.37	1.342	Buy	Fill
639	0x109	GBPUSD 	1.37	1.342	Buy	Done
640	0x13d1	GBRJPY 	143.61	144.400	Buy	In_process
641	0x13d1	GBRJPY 	143.61	144.400	Buy	 Cansel
642	0x13d1	GBRJPY 	143.61	144.400	Buy	Done
643	0x1145	USDJPY 	105.02	105.020	Buy	In_process
644	0x1145	USDJPY 	105.02	105.020	Buy	 Cansel
645	0x1145	USDJPY 	105.02	105.020	Buy	Done
646	0x856	USDJPY 	105.02	104.540	Buy	In_process
647	0x856	USDJPY 	105.02	104.540	Buy	 Cansel
648	0x856	USDJPY 	105.02	104.540	Buy	Done
649	0xa98	GBRJPY 	143.61	144.360	 Sell	In_process
650	0xa98	GBRJPY 	143.61	144.360	 Sell	Fill
651	0xa98	GBRJPY 	143.61	144.360	 Sell	Done
652	0xc9e	AUDUSD 	0.76	0.848	Buy	In_process
653	0xc9e	AUDUSD 	0.76	0.848	Buy	 PartialFill
654	0xc9e	AUDUSD 	0.76	0.848	Buy	Done
655	0xd87	USDCHF 	0.9	0.855	Buy	In_process
656	0xd87	USDCHF 	0.9	0.855	Buy	 PartialFill
657	0xd87	USDCHF 	0.9	0.855	Buy	Done
658	0xf15	EURJPY 	126.39	127.060	 Sell	In_process
659	0xf15	EURJPY 	126.39	127.060	 Sell	Fill
660	0xf15	EURJPY 	126.39	127.060	 Sell	Done
661	0xdc4	EURUSD 	1.2	1.200	 Sell	In_process
662	0xdc4	EURUSD 	1.2	1.200	 Sell	 Cansel
663	0xdc4	EURUSD 	1.2	1.200	 Sell	Done
664	0x109c	EURCHF 	1.08	1.141	 Sell	In_process
665	0x109c	EURCHF 	1.08	1.141	 Sell	 PartialFill
666	0x109c	EURCHF 	1.08	1.141	 Sell	Done
667	0x98d	EURPLN 	4.5	4.486	 Sell	In_process
668	0x98d	EURPLN 	4.5	4.486	 Sell	Fill
669	0x98d	EURPLN 	4.5	4.486	 Sell	Done
670	0x14b7	USDCAD 	0.78	0.780	Buy	In_process
671	0x14b7	USDCAD 	0.78	0.780	Buy	 Cansel
672	0x14b7	USDCAD 	0.78	0.780	Buy	Done
673	0x1195	GBPUSD 	1.37	1.334	Buy	In_process
674	0x1195	GBPUSD 	1.37	1.334	Buy	 Cansel
675	0x1195	GBPUSD 	1.37	1.334	Buy	Done
676	0x11bb	GBPUSD 	1.37	1.339	Buy	In_process
677	0x11bb	GBPUSD 	1.37	1.339	Buy	Fill
678	0x11bb	GBPUSD 	1.37	1.339	Buy	Done
679	0x9bc	EURUSD 	1.2	1.174	Buy	In_process
680	0x9bc	EURUSD 	1.2	1.174	Buy	Fill
681	0x9bc	EURUSD 	1.2	1.174	Buy	Done
682	0x1072	EURPLN 	4.5	4.500	 Sell	In_process
683	0x1072	EURPLN 	4.5	4.500	 Sell	 PartialFill
684	0x1072	EURPLN 	4.5	4.500	 Sell	Done
685	0xfe4	EURUSD 	1.2	1.176	 Sell	In_process
686	0xfe4	EURUSD 	1.2	1.176	 Sell	 Cansel
687	0xfe4	EURUSD 	1.2	1.176	 Sell	Done
688	0x48e	USDCHF 	0.9	0.862	Buy	In_process
689	0x48e	USDCHF 	0.9	0.862	Buy	 PartialFill
690	0x48e	USDCHF 	0.9	0.862	Buy	Done
691	0xd33	USDCAD 	0.78	0.873	Buy	In_process
692	0xd33	USDCAD 	0.78	0.873	Buy	Fill
693	0xd33	USDCAD 	0.78	0.873	Buy	Done
694	0x408	GBRJPY 	143.61	144.380	Buy	In_process
695	0x408	GBRJPY 	143.61	144.380	Buy	 PartialFill
696	0x408	GBRJPY 	143.61	144.380	Buy	Done
697	0x52d	EURPLN 	4.5	4.484	 Sell	In_process
698	0x52d	EURPLN 	4.5	4.484	 Sell	 Cansel
699	0x52d	EURPLN 	4.5	4.484	 Sell	Done
700	0x7d8	GBRJPY 	143.61	144.370	Buy	In_process
701	0x7d8	GBRJPY 	143.61	144.370	Buy	Fill
702	0x7d8	GBRJPY 	143.61	144.370	Buy	Done
703	0x5e2	EURJPY 	126.39	127.030	 Sell	In_process
704	0x5e2	EURJPY 	126.39	127.030	 Sell	 PartialFill
705	0x5e2	EURJPY 	126.39	127.030	 Sell	Done
706	0xb99	USDJPY 	105.02	105.560	 Sell	In_process
707	0xb99	USDJPY 	105.02	105.560	 Sell	 PartialFill
708	0xb99	USDJPY 	105.02	105.560	 Sell	Done
709	0x61	GBPUSD 	1.37	1.335	Buy	In_process
710	0x61	GBPUSD 	1.37	1.335	Buy	 PartialFill
711	0x61	GBPUSD 	1.37	1.335	Buy	Done
712	0x1572	GBRJPY 	143.61	144.400	Buy	In_process
713	0x1572	GBRJPY 	143.61	144.400	Buy	 PartialFill
714	0x1572	GBRJPY 	143.61	144.400	Buy	Done
715	0x17	USDCHF 	0.9	0.861	Buy	In_process
716	0x17	USDCHF 	0.9	0.861	Buy	 PartialFill
717	0x17	USDCHF 	0.9	0.861	Buy	Done
718	0xe89	USDJPY 	105.02	105.540	 Sell	In_process
719	0xe89	USDJPY 	105.02	105.540	 Sell	 PartialFill
720	0xe89	USDJPY 	105.02	105.540	 Sell	Done
721	0x342	EURUSD 	1.2	1.175	 Sell	In_process
722	0x342	EURUSD 	1.2	1.175	 Sell	 Cansel
723	0x342	EURUSD 	1.2	1.175	 Sell	Done
724	0x121d	USDCHF 	0.9	0.861	Buy	In_process
725	0x121d	USDCHF 	0.9	0.861	Buy	 PartialFill
726	0x121d	USDCHF 	0.9	0.861	Buy	Done
727	0x2da	EURCHF 	1.08	1.080	 Sell	In_process
728	0x2da	EURCHF 	1.08	1.080	 Sell	Fill
729	0x2da	EURCHF 	1.08	1.080	 Sell	Done
730	0x1683	EURJPY 	126.39	127.060	 Sell	In_process
731	0x1683	EURJPY 	126.39	127.060	 Sell	 Cansel
732	0x1683	EURJPY 	126.39	127.060	 Sell	Done
733	0x1235	USDCHF 	0.9	0.861	Buy	In_process
734	0x1235	USDCHF 	0.9	0.861	Buy	 Cansel
735	0x1235	USDCHF 	0.9	0.861	Buy	Done
736	0xcca	EURJPY 	126.39	127.120	 Sell	In_process
737	0xcca	EURJPY 	126.39	127.120	 Sell	Fill
738	0xcca	EURJPY 	126.39	127.120	 Sell	Done
739	0x804	EURCHF 	1.08	1.143	 Sell	In_process
740	0x804	EURCHF 	1.08	1.143	 Sell	Fill
741	0x804	EURCHF 	1.08	1.143	 Sell	Done
742	0x5f	EURCHF 	1.08	1.143	 Sell	In_process
743	0x5f	EURCHF 	1.08	1.143	 Sell	Fill
744	0x5f	EURCHF 	1.08	1.143	 Sell	Done
745	0x149e	GBRJPY 	143.61	144.390	Buy	In_process
746	0x149e	GBRJPY 	143.61	144.390	Buy	Fill
747	0x149e	GBRJPY 	143.61	144.390	Buy	Done
748	0x73b	GBRJPY 	143.61	144.400	Buy	In_process
749	0x73b	GBRJPY 	143.61	144.400	Buy	Fill
750	0x73b	GBRJPY 	143.61	144.400	Buy	Done
751	0xc11	USDCAD 	0.78	0.879	Buy	In_process
752	0xc11	USDCAD 	0.78	0.879	Buy	 Cansel
753	0xc11	USDCAD 	0.78	0.879	Buy	Done
754	0x29b	GBRJPY 	143.61	144.420	Buy	In_process
755	0x29b	GBRJPY 	143.61	144.420	Buy	Fill
756	0x29b	GBRJPY 	143.61	144.420	Buy	Done
757	0x1428	USDCAD 	0.78	0.875	Buy	In_process
758	0x1428	USDCAD 	0.78	0.875	Buy	Fill
759	0x1428	USDCAD 	0.78	0.875	Buy	Done
760	0x5d5	GBPUSD 	1.37	1.335	Buy	In_process
761	0x5d5	GBPUSD 	1.37	1.335	Buy	 PartialFill
762	0x5d5	GBPUSD 	1.37	1.335	Buy	Done
763	0x637	EURCHF 	1.08	1.136	 Sell	In_process
764	0x637	EURCHF 	1.08	1.136	 Sell	Fill
765	0x637	EURCHF 	1.08	1.136	 Sell	Done
766	0x1710	EURUSD 	1.2	1.174	Buy	In_process
767	0x1710	EURUSD 	1.2	1.174	Buy	Fill
768	0x1710	EURUSD 	1.2	1.174	Buy	Done
769	0x566	EURUSD 	1.2	1.181	 Sell	In_process
770	0x566	EURUSD 	1.2	1.181	 Sell	 PartialFill
771	0x566	EURUSD 	1.2	1.181	 Sell	Done
772	0x7b7	USDCHF 	0.9	0.856	Buy	In_process
773	0x7b7	USDCHF 	0.9	0.856	Buy	Fill
774	0x7b7	USDCHF 	0.9	0.856	Buy	Done
775	0xff3	USDCHF 	0.9	0.861	Buy	In_process
776	0xff3	USDCHF 	0.9	0.861	Buy	Fill
777	0xff3	USDCHF 	0.9	0.861	Buy	Done
778	0xac4	EURCHF 	1.08	1.143	 Sell	In_process
779	0xac4	EURCHF 	1.08	1.143	 Sell	Fill
780	0xac4	EURCHF 	1.08	1.143	 Sell	Done
781	0x71b	EURCHF 	1.08	1.136	 Sell	In_process
782	0x71b	EURCHF 	1.08	1.136	 Sell	 Cansel
783	0x71b	EURCHF 	1.08	1.136	 Sell	Done
784	0x168c	EURUSD 	1.2	1.173	Buy	In_process
785	0x168c	EURUSD 	1.2	1.173	Buy	Fill
786	0x168c	EURUSD 	1.2	1.173	Buy	Done
787	0x15ef	USDCAD 	0.78	0.875	Buy	In_process
788	0x15ef	USDCAD 	0.78	0.875	Buy	Fill
789	0x15ef	USDCAD 	0.78	0.875	Buy	Done
790	0x463	EURPLN 	4.5	4.488	 Sell	In_process
791	0x463	EURPLN 	4.5	4.488	 Sell	Fill
792	0x463	EURPLN 	4.5	4.488	 Sell	Done
793	0x1320	GBRJPY 	143.61	143.610	Buy	In_process
794	0x1320	GBRJPY 	143.61	143.610	Buy	 Cansel
795	0x1320	GBRJPY 	143.61	143.610	Buy	Done
796	0xf2c	EURPLN 	4.5	4.488	 Sell	In_process
797	0xf2c	EURPLN 	4.5	4.488	 Sell	Fill
798	0xf2c	EURPLN 	4.5	4.488	 Sell	Done
799	0x174a	AUDUSD 	0.76	0.845	Buy	In_process
800	0x174a	AUDUSD 	0.76	0.845	Buy	 PartialFill
801	0x174a	AUDUSD 	0.76	0.845	Buy	Done
802	0x5af	USDCHF 	0.9	0.859	Buy	In_process
803	0x5af	USDCHF 	0.9	0.859	Buy	 PartialFill
804	0x5af	USDCHF 	0.9	0.859	Buy	Done
805	0xe36	EURPLN 	4.5	4.485	 Sell	In_process
806	0xe36	EURPLN 	4.5	4.485	 Sell	 Cansel
807	0xe36	EURPLN 	4.5	4.485	 Sell	Done
808	0x105a	GBRJPY 	143.61	144.370	Buy	In_process
809	0x105a	GBRJPY 	143.61	144.370	Buy	 PartialFill
810	0x105a	GBRJPY 	143.61	144.370	Buy	Done
811	0x5f4	GBPUSD 	1.37	1.335	Buy	In_process
812	0x5f4	GBPUSD 	1.37	1.335	Buy	Fill
813	0x5f4	GBPUSD 	1.37	1.335	Buy	Done
814	0x130d	GBRJPY 	143.61	144.370	Buy	In_process
815	0x130d	GBRJPY 	143.61	144.370	Buy	Fill
816	0x130d	GBRJPY 	143.61	144.370	Buy	Done
817	0x74e	EURJPY 	126.39	127.070	 Sell	In_process
818	0x74e	EURJPY 	126.39	127.070	 Sell	 PartialFill
819	0x74e	EURJPY 	126.39	127.070	 Sell	Done
820	0x13ef	USDCHF 	0.9	0.861	Buy	In_process
821	0x13ef	USDCHF 	0.9	0.861	Buy	 Cansel
822	0x13ef	USDCHF 	0.9	0.861	Buy	Done
823	0x5f6	USDCHF 	0.9	0.862	Buy	In_process
824	0x5f6	USDCHF 	0.9	0.862	Buy	Fill
825	0x5f6	USDCHF 	0.9	0.862	Buy	Done
826	0x13e1	AUDUSD 	0.76	0.851	Buy	In_process
827	0x13e1	AUDUSD 	0.76	0.851	Buy	 PartialFill
828	0x13e1	AUDUSD 	0.76	0.851	Buy	Done
829	0x2a	GBRJPY 	143.61	144.430	Buy	In_process
830	0x2a	GBRJPY 	143.61	144.430	Buy	Fill
831	0x2a	GBRJPY 	143.61	144.430	Buy	Done
832	0x1667	USDPLN 	3.7	3.694	 Sell	In_process
833	0x1667	USDPLN 	3.7	3.694	 Sell	 Cansel
834	0x1667	USDPLN 	3.7	3.694	 Sell	Done
835	0x69d	EURJPY 	126.39	127.080	 Sell	In_process
836	0x69d	EURJPY 	126.39	127.080	 Sell	 PartialFill
837	0x69d	EURJPY 	126.39	127.080	 Sell	Done
838	0x11d6	USDCHF 	0.9	0.856	Buy	In_process
839	0x11d6	USDCHF 	0.9	0.856	Buy	Fill
840	0x11d6	USDCHF 	0.9	0.856	Buy	Done
841	0x14ea	AUDUSD 	0.76	0.847	Buy	In_process
842	0x14ea	AUDUSD 	0.76	0.847	Buy	 Cansel
843	0x14ea	AUDUSD 	0.76	0.847	Buy	Done
844	0xef8	EURUSD 	1.2	1.181	 Sell	In_process
845	0xef8	EURUSD 	1.2	1.181	 Sell	 Cansel
846	0xef8	EURUSD 	1.2	1.181	 Sell	Done
847	0x1c2	GBPUSD 	1.37	1.336	Buy	In_process
848	0x1c2	GBPUSD 	1.37	1.336	Buy	 Cansel
849	0x1c2	GBPUSD 	1.37	1.336	Buy	Done
850	0x17f	EURJPY 	126.39	126.390	 Sell	In_process
851	0x17f	EURJPY 	126.39	126.390	 Sell	Fill
852	0x17f	EURJPY 	126.39	126.390	 Sell	Done
853	0x1537	USDCAD 	0.78	0.878	Buy	In_process
854	0x1537	USDCAD 	0.78	0.878	Buy	 PartialFill
855	0x1537	USDCAD 	0.78	0.878	Buy	Done
856	0x171f	EURJPY 	126.39	127.060	 Sell	In_process
857	0x171f	EURJPY 	126.39	127.060	 Sell	Fill
858	0x171f	EURJPY 	126.39	127.060	 Sell	Done
859	0xb9c	AUDUSD 	0.76	0.844	Buy	In_process
860	0xb9c	AUDUSD 	0.76	0.844	Buy	 PartialFill
861	0xb9c	AUDUSD 	0.76	0.844	Buy	Done
862	0x19f	USDJPY 	105.02	105.540	 Sell	In_process
863	0x19f	USDJPY 	105.02	105.540	 Sell	 Cansel
864	0x19f	USDJPY 	105.02	105.540	 Sell	Done
865	0xabc	AUDUSD 	0.76	0.844	Buy	In_process
866	0xabc	AUDUSD 	0.76	0.844	Buy	 Cansel
867	0xabc	AUDUSD 	0.76	0.844	Buy	Done
868	0x3cb	USDCHF 	0.9	0.856	Buy	In_process
869	0x3cb	USDCHF 	0.9	0.856	Buy	 PartialFill
870	0x3cb	USDCHF 	0.9	0.856	Buy	Done
871	0x3a6	USDJPY 	105.02	105.530	 Sell	In_process
872	0x3a6	USDJPY 	105.02	105.530	 Sell	 Cansel
873	0x3a6	USDJPY 	105.02	105.530	 Sell	Done
874	0xc0f	EURPLN 	4.5	4.483	 Sell	In_process
875	0xc0f	EURPLN 	4.5	4.483	 Sell	 Cansel
876	0xc0f	EURPLN 	4.5	4.483	 Sell	Done
877	0x1c7	GBRJPY 	143.61	144.380	Buy	In_process
878	0x1c7	GBRJPY 	143.61	144.380	Buy	 PartialFill
879	0x1c7	GBRJPY 	143.61	144.380	Buy	Done
880	0x391	GBRJPY 	143.61	144.420	Buy	In_process
881	0x391	GBRJPY 	143.61	144.420	Buy	 PartialFill
882	0x391	GBRJPY 	143.61	144.420	Buy	Done
883	0x35d	AUDUSD 	0.76	0.848	Buy	In_process
884	0x35d	AUDUSD 	0.76	0.848	Buy	 PartialFill
885	0x35d	AUDUSD 	0.76	0.848	Buy	Done
886	0x590	USDJPY 	105.02	104.530	Buy	In_process
887	0x590	USDJPY 	105.02	104.530	Buy	 Cansel
888	0x590	USDJPY 	105.02	104.530	Buy	Done
889	0x160	USDCHF 	0.9	0.863	Buy	In_process
890	0x160	USDCHF 	0.9	0.863	Buy	Fill
891	0x160	USDCHF 	0.9	0.863	Buy	Done
892	0x861	GBRJPY 	143.61	144.360	 Sell	In_process
893	0x861	GBRJPY 	143.61	144.360	 Sell	 Cansel
894	0x861	GBRJPY 	143.61	144.360	 Sell	Done
895	0xf26	EURPLN 	4.5	4.485	 Sell	In_process
