Serial number of record,ID,Instrument,Prize,Px_fill,Side,Volume init,Volume fill,Date,Status,Note,Tag
3392,0xd43,USDPLN ,3.7,3.698,Buy,559000,0,2021-02-02 00:00:42.626,Done, Oil diamond Ore silver, tag7 tag5 tag3 tag1
6355,0x4c7,USDPLN ,3.7,3.697, Sell,202000,0,2021-02-02 00:00:42.821, Cansel, diamond Ore silver Soil , tag1 tag1 tag1 tag1
3434,0xc24,USDPLN ,3.7,3.697,Buy,512000,0,2021-02-02 00:00:43.116,In_process, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
4259,0xe3e,USDPLN ,3.7,3.697,Buy,600000,600000,2021-02-02 00:00:43.156,Fill, diamond Ore silver Soil , tag1 tag1 tag2 tag3
5622,0xd4c,USDPLN ,3.7,3.697,Buy,560000,0,2021-02-02 00:00:43.186,In_process, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
4889,0xbcc,USDPLN ,3.7,3.695,Buy,497000,0,2021-02-02 00:00:43.452,New, silverWheat  Butter Oil, tag2 tag4 tag7 tag1
6094,0xfee,USDPLN ,3.7,3.697,Buy,671000,0,2021-02-02 00:00:43.476,In_process, diamond silver Soil Bercut, tag8 tag2 tag7 tag2
655,0xd87,USDPLN ,3.7,3.697,Buy,570000,0,2021-02-02 00:00:43.561,In_process, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
3133,0x567,USDPLN ,3.7,3.695, Sell,228000,0,2021-02-02 00:00:44.242,New, silverWheat  Butter Oil, tag3 tag5 tag8 tag2
2001,0x1b7,USDPLN ,3.7,3.695,Buy,73000,0,2021-02-02 00:00:44.315,New, silverWheat  Goodbye Oil, tag3 tag6 tag5
235,0x7b0,USDPLN ,3.7,3.697,Buy,324000,0,2021-02-02 00:00:44.618,In_process, diamond silver Soil Bercut, tag9 tag3 tag8 tag3
5536,0xe7c,USDPLN ,3.7,3.698, Sell,610000,372000,2021-02-02 00:00:45.007,Done, Oil diamond Ore silver, tag8 tag6 tag5 tag4
2079,0x80d,USDPLN ,3.7,3.697, Sell,339000,339000,2021-02-02 00:00:45.120,Fill, diamond Ore silver Soil , tag2 tag3 tag4 tag5
1899,0x402,USDPLN ,3.7,3.697, Sell,169000,169000,2021-02-02 00:00:45.267,Fill, diamond Ore silver Soil , tag2 tag3 tag4 tag5
5520,0x5a1,USDPLN ,3.7,3.698,Buy,237000,56000,2021-02-02 00:00:46.132,Done, Oil diamond Ore silver, tag8 tag7 tag6 tag5
6829,0x890,USDPLN ,3.7,3.695, Sell,361000,0,2021-02-02 00:00:46.441,New, silverWheat  Goodbye Oil, tag5 tag9 tag4
6011,0x136,USDPLN ,3.7,3.697,Buy,51000,3000,2021-02-02 00:00:46.497, PartialFill, diamond Ore silver Soil , tag3 tag4 tag5 tag7
5480,0x1280,USDPLN ,3.7,3.698, Sell,779000,779000,2021-02-02 00:00:46.526,Done, Oil diamond Ore silver, tag8 tag7 tag6 tag5
4616,0x701,USDPLN ,3.7,3.698, Sell,295000,0,2021-02-02 00:00:46.540,Done, Oil diamond Ore silver, tag8 tag7 tag6 tag5
4149,0xbe,USDPLN ,3.7,3.695, Sell,32000,0,2021-02-02 00:00:47.063,New, silverBercut Goodbye Oil, tag6 tag6 tag3
5043,0x155d,USDPLN ,3.7,3.697, Sell,900000,900000,2021-02-02 00:00:47.084,Fill, diamond Ore silver Soil , tag3 tag4 tag6 tag8
3717,0x11ef,USDPLN ,3.7,3.695, Sell,755000,0,2021-02-02 00:00:47.571,New, silverBercut Goodbye Oil, tag6 tag6 tag3
6292,0xc7b,USDPLN ,3.7,3.698, Sell,526000,277000,2021-02-02 00:00:47.948,Done, Oil diamond Ore silver, tag9 tag8 tag7 tag6
2372,0xfd7,USDPLN ,3.7,3.698, Sell,667000,445000,2021-02-02 00:00:48.024,Done, Oil diamond Ore silver, tag9 tag8 tag7 tag7
5393,0xfbc,USDPLN ,3.7,3.695, Sell,663000,0,2021-02-02 00:00:48.680,New, silverBercut Goodbye Oil, tag7 tag2 tag8 tag5
1088,0xcc1,USDPLN ,3.7,3.697, Sell,537000,537000,2021-02-02 00:00:49.188,Fill, diamond Ore silverWheat , tag4 tag6 tag8 tag1
5266,0x10d8,USDPLN ,3.7,3.696,Buy,710000,0,2021-02-02 00:00:49.587,In_process, Ore silverWheat  Butter, tag2 tag8 tag5 tag3
6533,0xe18,USDPLN ,3.7,3.695,Buy,594000,0,2021-02-02 00:00:50.139,New, silverBercut Oil Oil, tag9 tag5 tag2 tag1
5119,0x7c7,USDPLN ,3.7,3.697, Sell,328000,108000,2021-02-02 00:00:50.484, PartialFill, diamond Ore silverWheat , tag5 tag7 tag9 tag2
4801,0x810,USDPLN ,3.7,3.695,Buy,340000,0,2021-02-02 00:00:50.787,New, silverBercut Oil Oil, tag9 tag5 tag3 tag2
2699,0x673,USDPLN ,3.7,3.697,Buy,272000,272000,2021-02-02 00:00:51.140,Fill, diamond Ore Soil Wheat , tag5 tag7 tag3
1444,0xc6e,USDPLN ,3.7,3.696, Sell,524000,0,2021-02-02 00:00:51.283,In_process, Ore Soil Wheat  Butter, tag3 tag7 tag5
5602,0x8bf,USDPLN ,3.7,3.696,Buy,369000,0,2021-02-02 00:00:51.356,In_process, Ore Soil Wheat  Butter, tag3 tag7 tag5
2040,0x12df,USDPLN ,3.7,3.698, Sell,795000,632000,2021-02-02 00:00:51.669,Done, diamond Ore silver Soil ,
5967,0xeb2,USDPLN ,3.7,3.697,Buy,619000,0,2021-02-02 00:00:51.948, Cansel, diamond Ore Soil Wheat , tag5 tag7 tag3
7192,0x253,USDPLN ,3.7,3.694,Buy,98000,0,2021-02-02 00:00:52.107,New, Soil Bercut Oil Oil, tag1 tag8 tag7 tag7
2085,0xc37,USDPLN ,3.7,3.694,Buy,515000,0,2021-02-02 00:00:52.318,New, Soil Bercut Oil Oil, tag1 tag8 tag7 tag7
7160,0x1353,USDPLN ,3.7,3.696,Buy,814000,0,2021-02-02 00:00:52.405,In_process, Ore Soil Wheat  Butter, tag4 tag1 tag9 tag8
6356,0x4c7,USDPLN ,3.7,3.697, Sell,202000,0,2021-02-02 00:00:52.554,Done, diamond Ore silver Soil , tag1 tag1 tag1 tag1
4974,0x11ba,USDPLN ,3.7,3.696, Sell,747000,0,2021-02-02 00:00:52.760,In_process, Ore Soil Wheat  Butter, tag4 tag1 tag9 tag7
3008,0x719,USDPLN ,3.7,3.697, Sell,299000,299000,2021-02-02 00:00:53.028,Done, diamond Ore silver Soil , tag1 tag1 tag1 tag2
4693,0xe4,USDPLN ,3.7,3.694, Sell,38000,0,2021-02-02 00:00:53.284,New, Soil  Butter Oil Oil, tag2 tag9
4139,0xc6d,USDPLN ,3.7,3.697,Buy,524000,524000,2021-02-02 00:00:53.306,Fill, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
6982,0xaaf,USDPLN ,3.7,3.694,Buy,450000,0,2021-02-02 00:00:53.310,New, Soil  Butter Oil Oil, tag2 tag9
2897,0x641,USDPLN ,3.7,3.694, Sell,264000,0,2021-02-02 00:00:53.334,New, Soil  Butter Oil Oil, tag2 tag9
755,0x29b,USDPLN ,3.7,3.697,Buy,110000,0,2021-02-02 00:00:53.774, Cansel, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
3983,0x13d2,USDPLN ,3.7,3.697,Buy,835000,0,2021-02-02 00:00:53.795, Cansel, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
4902,0xf95,USDPLN ,3.7,3.696,Buy,656000,0,2021-02-02 00:00:53.830,In_process, Ore Soil Bercut Butter, tag4 tag2 tag9
6294,0x16c4,USDPLN ,3.7,3.696, Sell,959000,0,2021-02-02 00:00:54.132,In_process, Ore Soil Bercut Goodbye, tag5 tag3 tag1
6218,0x61e,USDPLN ,3.7,3.696, Sell,258000,0,2021-02-02 00:00:54.323,In_process, Ore Soil Bercut Goodbye, tag5 tag3 tag2 tag1
757,0x1428,USDPLN ,3.7,3.696,Buy,849000,0,2021-02-02 00:00:54.347,In_process, Ore Soil Bercut Goodbye, tag5 tag3 tag2 tag1
4260,0xe3e,USDPLN ,3.7,3.697,Buy,600000,600000,2021-02-02 00:00:54.691,Done, diamond Ore silver Soil , tag1 tag1 tag2 tag3
5389,0xfff,USDPLN ,3.7,3.694,Buy,674000,0,2021-02-02 00:00:55.049,New, Soil  Butter Oil Oil, tag4 tag3 tag4 tag6
2526,0xb42,USDPLN ,3.7,3.696,Buy,474000,0,2021-02-02 00:00:55.390,In_process, Ore Soil Bercut Goodbye, tag6 tag4 tag3 tag3
3321,0xb26,USDPLN ,3.7,3.694,Buy,470000,0,2021-02-02 00:00:55.648,New, Soil  Butter Oil Oil, tag4 tag3 tag4 tag7
2080,0x80d,USDPLN ,3.7,3.697, Sell,339000,339000,2021-02-02 00:00:56.055,Done, diamond Ore silver Soil , tag2 tag3 tag4 tag5
1171,0xb76,USDPLN ,3.7,3.696,Buy,483000,0,2021-02-02 00:00:56.325,In_process, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
4402,0x3c4,USDPLN ,3.7,3.696,Buy,159000,0,2021-02-02 00:00:56.400,In_process, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
1714,0xf3e,USDPLN ,3.7,3.696,Buy,642000,0,2021-02-02 00:00:56.430,In_process, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
1900,0x402,USDPLN ,3.7,3.697, Sell,169000,169000,2021-02-02 00:00:56.579,Done, diamond Ore silver Soil , tag2 tag3 tag4 tag5
5366,0xe67,USDPLN ,3.7,3.696, Sell,607000,0,2021-02-02 00:00:56.612,In_process, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
2941,0x879,USDPLN ,3.7,3.694, Sell,357000,0,2021-02-02 00:00:56.706,New, Soil  Butter Oil Oil, tag5 tag5 tag6 tag9
1949,0x11d5,USDPLN ,3.7,3.694, Sell,751000,0,2021-02-02 00:00:56.718,New, Soil  Butter Oil Oil, tag5 tag5 tag7
3846,0x863,USDPLN ,3.7,3.696, Sell,354000,0,2021-02-02 00:00:56.724,In_process, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
2325,0x127c,USDPLN ,3.7,3.694,Buy,779000,0,2021-02-02 00:00:57.052,New, Soil  Butter Oil Oil, tag6 tag6 tag8 tag2
656,0xd87,USDPLN ,3.7,3.697,Buy,570000,570000,2021-02-02 00:00:57.188,Fill, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
5623,0xd4c,USDPLN ,3.7,3.697,Buy,560000,560000,2021-02-02 00:00:57.281,Fill, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
4717,0x957,USDPLN ,3.7,3.694, Sell,394000,0,2021-02-02 00:00:57.302,New, Soil  Butter Oil Oil, tag6 tag6 tag8 tag2
6680,0x700,USDPLN ,3.7,3.696, Sell,295000,0,2021-02-02 00:00:57.330,In_process, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag6
4798,0xa8d,USDPLN ,3.7,3.696, Sell,445000,0,2021-02-02 00:00:57.476,In_process, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag7
3435,0xc24,USDPLN ,3.7,3.697,Buy,512000,0,2021-02-02 00:00:57.825, Cansel, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
5962,0xe32,USDPLN ,3.7,3.696, Sell,598000,0,2021-02-02 00:00:57.849,In_process, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag6
3430,0x5aa,USDPLN ,3.7,3.696,Buy,239000,0,2021-02-02 00:00:58.132,In_process, Ore Soil Bercut Goodbye, tag8 tag7 tag7 tag8
6095,0xfee,USDPLN ,3.7,3.697,Buy,671000,450000,2021-02-02 00:00:58.591, PartialFill, diamond silver Soil Bercut, tag8 tag2 tag7 tag2
6012,0x136,USDPLN ,3.7,3.697,Buy,51000,3000,2021-02-02 00:00:58.607,Done, diamond Ore silver Soil , tag3 tag4 tag5 tag7
2269,0xe79,USDPLN ,3.7,3.694, Sell,610000,0,2021-02-02 00:00:59.361,New, Soil  Butter Oil Oil, tag8 tag9 tag2 tag7
236,0x7b0,USDPLN ,3.7,3.697,Buy,324000,105000,2021-02-02 00:00:59.437, PartialFill, diamond silver Soil Bercut, tag9 tag3 tag8 tag3
6832,0xae1,USDPLN ,3.7,3.694, Sell,458000,0,2021-02-02 00:00:59.516,New, Soil  Butter Oil Oil, tag8 tag9 tag2 tag7
5044,0x155d,USDPLN ,3.7,3.697, Sell,900000,900000,2021-02-02 00:00:59.527,Done, diamond Ore silver Soil , tag3 tag4 tag6 tag8
79,0x8c2,USDPLN ,3.7,3.696, Sell,369000,0,2021-02-02 00:01:00.029,In_process, Ore Soil  Butter Oil, tag9 tag9 tag2
6769,0x38b,USDPLN ,3.7,3.694, Sell,150000,0,2021-02-02 00:01:00.176,New, Soil  Goodbye Oil Oil, tag9 tag1 tag5 tag1
6922,0x4c9,USDPLN ,3.7,3.694, Sell,202000,0,2021-02-02 00:01:00.537,New, Soil  Goodbye Oil Oil, tag9 tag1 tag5 tag1
6561,0xcbb,USDPLN ,3.7,3.694,Buy,536000,0,2021-02-02 00:01:00.637,New, Soil  Goodbye Oil Oil, tag9 tag1 tag5 tag1
3045,0x5a7,USDPLN ,3.7,3.694, Sell,238000,0,2021-02-02 00:01:00.801,New, Soil  Goodbye Oil Oil, tag9 tag1 tag5 tag1
5613,0xc1,USDPLN ,3.7,3.693,Buy,32000,0,2021-02-02 00:01:02.315,New,Wheat  Goodbye Oil Oil, tag1 tag5 tag1 tag9
667,0x98d,USDPLN ,3.7,3.696, Sell,403000,0,2021-02-02 00:01:02.596,In_process, silverWheat  Butter Oil, tag1 tag3 tag6
3578,0x777,USDPLN ,3.7,3.696,Buy,315000,0,2021-02-02 00:01:02.719,In_process, silverWheat  Butter Oil, tag1 tag2 tag4
1089,0xcc1,USDPLN ,3.7,3.697, Sell,537000,537000,2021-02-02 00:01:02.859,Done, diamond Ore silverWheat , tag4 tag6 tag8 tag1
3853,0xdaa,USDPLN ,3.7,3.693, Sell,576000,0,2021-02-02 00:01:03.128,New,Wheat  Goodbye Oil Oil, tag2 tag6 tag2
4697,0x47f,USDPLN ,3.7,3.693,Buy,190000,0,2021-02-02 00:01:03.400,New,Wheat  Goodbye Oil Oil, tag2 tag6 tag2
5120,0x7c7,USDPLN ,3.7,3.697, Sell,328000,108000,2021-02-02 00:01:03.544,Done, diamond Ore silverWheat , tag5 tag7 tag9 tag2
1913,0x9a4,USDPLN ,3.7,3.693, Sell,406000,0,2021-02-02 00:01:03.741,New,Wheat  Goodbye Oil Oil, tag2 tag6 tag2
4929,0x898,USDPLN ,3.7,3.693,Buy,362000,0,2021-02-02 00:01:04.443,New,Wheat  Goodbye Oil Oil, tag3 tag7 tag4 tag3
760,0x5d5,USDPLN ,3.7,3.695,Buy,246000,0,2021-02-02 00:01:04.630,In_process, silverWheat  Butter Oil, tag1 tag3 tag5 tag8
5968,0xeb2,USDPLN ,3.7,3.697,Buy,619000,0,2021-02-02 00:01:04.696,Done, diamond Ore Soil Wheat , tag5 tag7 tag3
2700,0x673,USDPLN ,3.7,3.697,Buy,272000,272000,2021-02-02 00:01:04.868,Done, diamond Ore Soil Wheat , tag5 tag7 tag3
97,0x15c7,USDPLN ,3.7,3.695,Buy,917000,0,2021-02-02 00:01:05.002,In_process, silverWheat  Butter Oil, tag2 tag4 tag7 tag1
2377,0xc27,USDPLN ,3.7,3.693, Sell,512000,0,2021-02-02 00:01:05.163,New,Wheat  Goodbye Oil Oil, tag4 tag9 tag7 tag7
1759,0xd13,USDPLN ,3.7,3.695,Buy,551000,0,2021-02-02 00:01:05.934,In_process, silverWheat  Butter Oil, tag2 tag4 tag7 tag1
4890,0xbcc,USDPLN ,3.7,3.695,Buy,497000,0,2021-02-02 00:01:05.978,In_process, silverWheat  Butter Oil, tag2 tag4 tag7 tag1
3134,0x567,USDPLN ,3.7,3.695, Sell,228000,0,2021-02-02 00:01:06.161,In_process, silverWheat  Butter Oil, tag3 tag5 tag8 tag2
787,0x15ef,USDPLN ,3.7,3.695,Buy,924000,0,2021-02-02 00:01:06.347,In_process, silverWheat  Butter Oil, tag3 tag5 tag8 tag2
1729,0xb4c,USDPLN ,3.7,3.695, Sell,476000,0,2021-02-02 00:01:06.384,In_process, silverWheat  Butter Oil, tag3 tag5 tag8 tag2
5267,0x10d8,USDPLN ,3.7,3.696,Buy,710000,0,2021-02-02 00:01:06.760, Cansel, Ore silverWheat  Butter, tag2 tag8 tag5 tag3
3984,0x13d2,USDPLN ,3.7,3.697,Buy,835000,0,2021-02-02 00:01:07.009,Done, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
4477,0x13c5,USDPLN ,3.7,3.693,Buy,833000,0,2021-02-02 00:01:07.033,New,Wheat  Oil Oil Oil, tag6 tag2 tag1 tag2
112,0x16d0,USDPLN ,3.7,3.695,Buy,961000,0,2021-02-02 00:01:07.056,In_process, silverWheat  Goodbye Oil, tag3 tag6 tag5
2002,0x1b7,USDPLN ,3.7,3.695,Buy,73000,0,2021-02-02 00:01:07.495,In_process, silverWheat  Goodbye Oil, tag3 tag6 tag5
5945,0x656,USDPLN ,3.7,3.693,Buy,267000,0,2021-02-02 00:01:07.664,New,Wheat  Oil Oil Oil, tag6 tag3 tag2 tag4
7126,0x1526,USDPLN ,3.7,3.693,Buy,891000,0,2021-02-02 00:01:07.775,New,Wheat  Oil Oil Oil, tag6 tag2 tag1 tag2
4140,0xc6d,USDPLN ,3.7,3.697,Buy,524000,524000,2021-02-02 00:01:07.802,Done, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
756,0x29b,USDPLN ,3.7,3.697,Buy,110000,0,2021-02-02 00:01:07.838,Done, diamond Ore Soil Wheat , tag6 tag9 tag2 tag6
6964,0x9f8,USDPLN ,3.7,3.693, Sell,420000,0,2021-02-02 00:01:08.269,New,Wheat  Oil Oil Oil, tag7 tag4 tag4 tag7
1445,0xc6e,USDPLN ,3.7,3.696, Sell,524000,524000,2021-02-02 00:01:08.321,Fill, Ore Soil Wheat  Butter, tag3 tag7 tag5
2357,0x209,USDPLN ,3.7,3.693,Buy,86000,0,2021-02-02 00:01:08.514,New,Wheat  Oil Oil Oil, tag7 tag4 tag4 tag7
5603,0x8bf,USDPLN ,3.7,3.696,Buy,369000,0,2021-02-02 00:01:08.731, Cansel, Ore Soil Wheat  Butter, tag3 tag7 tag5
4485,0x3b8,USDPLN ,3.7,3.693, Sell,157000,0,2021-02-02 00:01:09.041,New,Wheat  Oil Oil Oil, tag8 tag6 tag6 tag9
2849,0x90b,USDPLN ,3.7,3.693,Buy,381000,0,2021-02-02 00:01:09.211,New,Wheat  Oil Oil Oil, tag8 tag6 tag6 tag9
5901,0x6b2,USDPLN ,3.7,3.693, Sell,282000,0,2021-02-02 00:01:09.846,New,Wheat  Oil Oil Oil, tag8 tag6 tag6 tag9
4975,0x11ba,USDPLN ,3.7,3.696, Sell,747000,747000,2021-02-02 00:01:10.062,Fill, Ore Soil Wheat  Butter, tag4 tag1 tag9 tag7
7161,0x1353,USDPLN ,3.7,3.696,Buy,814000,814000,2021-02-02 00:01:10.166,Fill, Ore Soil Wheat  Butter, tag4 tag1 tag9 tag8
6830,0x890,USDPLN ,3.7,3.695, Sell,361000,0,2021-02-02 00:01:10.181,In_process, silverWheat  Goodbye Oil, tag5 tag9 tag4
1393,0x79,USDPLN ,3.7,3.695, Sell,20000,0,2021-02-02 00:01:10.929,In_process, silverWheat  Goodbye Oil, tag5 tag9 tag4
4903,0xf95,USDPLN ,3.7,3.696,Buy,656000,656000,2021-02-02 00:01:11.018,Fill, Ore Soil Bercut Butter, tag4 tag2 tag9
718,0xe89,USDPLN ,3.7,3.695, Sell,612000,0,2021-02-02 00:01:11.058,In_process, silverBercut Goodbye Oil, tag6 tag5 tag1
4150,0xbe,USDPLN ,3.7,3.695, Sell,32000,0,2021-02-02 00:01:11.312,In_process, silverBercut Goodbye Oil, tag6 tag6 tag3
3718,0x11ef,USDPLN ,3.7,3.695, Sell,755000,0,2021-02-02 00:01:11.587,In_process, silverBercut Goodbye Oil, tag6 tag6 tag3
5624,0xd4c,USDPLN ,3.7,3.697,Buy,560000,560000,2021-02-02 00:01:12.097,Done, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
6295,0x16c4,USDPLN ,3.7,3.696, Sell,959000,920000,2021-02-02 00:01:12.365, PartialFill, Ore Soil Bercut Goodbye, tag5 tag3 tag1
657,0xd87,USDPLN ,3.7,3.697,Buy,570000,570000,2021-02-02 00:01:12.433,Done, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
3436,0xc24,USDPLN ,3.7,3.697,Buy,512000,0,2021-02-02 00:01:12.671,Done, diamond silver Soil Bercut, tag8 tag2 tag6 tag1
6096,0xfee,USDPLN ,3.7,3.697,Buy,671000,450000,2021-02-02 00:01:13.066,Done, diamond silver Soil Bercut, tag8 tag2 tag7 tag2
6219,0x61e,USDPLN ,3.7,3.696, Sell,258000,258000,2021-02-02 00:01:13.314,Fill, Ore Soil Bercut Goodbye, tag5 tag3 tag2 tag1
5394,0xfbc,USDPLN ,3.7,3.695, Sell,663000,0,2021-02-02 00:01:13.597,In_process, silverBercut Goodbye Oil, tag7 tag2 tag8 tag5
758,0x1428,USDPLN ,3.7,3.696,Buy,849000,0,2021-02-02 00:01:13.672, Cansel, Ore Soil Bercut Goodbye, tag5 tag3 tag2 tag1
6389,0x14e1,USDPLN ,3.7,3.692, Sell,879000,0,2021-02-02 00:01:13.984,New,Bercut Oil Oil diamond, tag2 tag3 tag6 tag3
237,0x7b0,USDPLN ,3.7,3.697,Buy,324000,105000,2021-02-02 00:01:14.085,Done, diamond silver Soil Bercut, tag9 tag3 tag8 tag3
2527,0xb42,USDPLN ,3.7,3.696,Buy,474000,0,2021-02-02 00:01:14.770, Cansel, Ore Soil Bercut Goodbye, tag6 tag4 tag3 tag3
3847,0x863,USDPLN ,3.7,3.696, Sell,354000,354000,2021-02-02 00:01:15.097,Fill, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
2409,0xa00,USDPLN ,3.7,3.692,Buy,421000,0,2021-02-02 00:01:15.405,New,Bercut Oil Oil diamond, tag4 tag6 tag1 tag9
1715,0xf3e,USDPLN ,3.7,3.696,Buy,642000,412000,2021-02-02 00:01:15.415, PartialFill, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
5367,0xe67,USDPLN ,3.7,3.696, Sell,607000,368000,2021-02-02 00:01:15.424, PartialFill, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
3945,0x769,USDPLN ,3.7,3.692,Buy,312000,0,2021-02-02 00:01:15.553,New,Bercut Oil Oil diamond, tag4 tag6 tag1 tag9
4403,0x3c4,USDPLN ,3.7,3.696,Buy,159000,0,2021-02-02 00:01:15.931, Cansel, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
1172,0xb76,USDPLN ,3.7,3.696,Buy,483000,0,2021-02-02 00:01:15.982, Cansel, Ore Soil Bercut Goodbye, tag6 tag5 tag4 tag4
4802,0x810,USDPLN ,3.7,3.695,Buy,340000,0,2021-02-02 00:01:16.053,In_process, silverBercut Oil Oil, tag9 tag5 tag3 tag2
6534,0xe18,USDPLN ,3.7,3.695,Buy,594000,0,2021-02-02 00:01:16.244,In_process, silverBercut Oil Oil, tag9 tag5 tag2 tag1
82,0x7da,USDPLN ,3.7,3.695,Buy,331000,0,2021-02-02 00:01:16.769,In_process, silverBercut Oil Oil, tag9 tag5 tag3 tag2
3397,0x133e,USDPLN ,3.7,3.692, Sell,811000,0,2021-02-02 00:01:16.967,New,Bercut Oil Oil diamond, tag5 tag7 tag2 tag1
6664,0x723,USDPLN ,3.7,3.692, Sell,301000,0,2021-02-02 00:01:17.052,New,Bercut Oil Oil diamond, tag6 tag9 tag5 tag5
3777,0x16cc,USDPLN ,3.7,3.692, Sell,960000,0,2021-02-02 00:01:17.350,New,Bercut Oil Oil diamond, tag6 tag9 tag5 tag5
5963,0xe32,USDPLN ,3.7,3.696, Sell,598000,358000,2021-02-02 00:01:17.457, PartialFill, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag6
6681,0x700,USDPLN ,3.7,3.696, Sell,295000,0,2021-02-02 00:01:17.777, Cansel, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag6
4799,0xa8d,USDPLN ,3.7,3.696, Sell,445000,0,2021-02-02 00:01:17.778, Cansel, Ore Soil Bercut Goodbye, tag7 tag6 tag6 tag7
3431,0x5aa,USDPLN ,3.7,3.696,Buy,239000,239000,2021-02-02 00:01:18.319,Fill, Ore Soil Bercut Goodbye, tag8 tag7 tag7 tag8
850,0x17f,USDPLN ,3.7,3.695, Sell,63000,0,2021-02-02 00:01:18.689,In_process, Soil Bercut Oil Oil, tag7 tag5 tag4
364,0x12e,USDPLN ,3.7,3.694, Sell,50000,0,2021-02-02 00:01:19.499,In_process, Soil Bercut Oil Oil, tag1 tag8 tag7 tag7
2086,0xc37,USDPLN ,3.7,3.694,Buy,515000,0,2021-02-02 00:01:19.514,In_process, Soil Bercut Oil Oil, tag1 tag8 tag7 tag7
7193,0x253,USDPLN ,3.7,3.694,Buy,98000,0,2021-02-02 00:01:19.516,In_process, Soil Bercut Oil Oil, tag1 tag8 tag7 tag7
6607,0x505,USDPLN ,3.7,3.692,Buy,212000,0,2021-02-02 00:01:19.976,New,Bercut Oil Oil diamond, tag8 tag2 tag2
5545,0xa89,USDPLN ,3.7,3.692,Buy,444000,0,2021-02-02 00:01:20.212,New,Bercut Oil Oil diamond, tag9 tag4 tag2 tag4
5697,0x466,USDPLN ,3.7,3.692,Buy,186000,0,2021-02-02 00:01:20.630,New,Bercut Oil Oil diamond, tag9 tag4 tag3 tag6
6619,0xb10,USDPLN ,3.7,3.692, Sell,466000,0,2021-02-02 00:01:20.854,New,Bercut Oil Oil diamond, tag9 tag4 tag3 tag5
6983,0xaaf,USDPLN ,3.7,3.694,Buy,450000,0,2021-02-02 00:01:21.174,In_process, Soil  Butter Oil Oil, tag2 tag9
80,0x8c2,USDPLN ,3.7,3.696, Sell,369000,369000,2021-02-02 00:01:21.209,Fill, Ore Soil  Butter Oil, tag9 tag9 tag2
397,0x1149,USDPLN ,3.7,3.694, Sell,728000,0,2021-02-02 00:01:21.212,In_process, Soil  Butter Oil Oil, tag2 tag9
2898,0x641,USDPLN ,3.7,3.694, Sell,264000,0,2021-02-02 00:01:21.485,In_process, Soil  Butter Oil Oil, tag2 tag9
4694,0xe4,USDPLN ,3.7,3.694, Sell,38000,0,2021-02-02 00:01:21.578,In_process, Soil  Butter Oil Oil, tag2 tag9
2749,0x96f,USDPLN ,3.7,3.692,Buy,398000,0,2021-02-02 00:01:21.593,New, Butter Oil Oil diamond, tag6 tag5 tag8
2569,0x1536,USDPLN ,3.7,3.692, Sell,893000,0,2021-02-02 00:01:21.709,New, Butter Oil Oil diamond, tag5 tag4 tag7
5421,0x11e3,USDPLN ,3.7,3.692, Sell,753000,0,2021-02-02 00:01:21.801,New, Butter Oil Oil diamond, tag5 tag4 tag7
1261,0xb85,USDPLN ,3.7,3.694, Sell,485000,0,2021-02-02 00:01:22.258,In_process, Soil  Butter Oil Oil, tag3 tag1 tag1 tag3
7072,0x659,USDPLN ,3.7,3.691, Sell,268000,0,2021-02-02 00:01:22.785,New, Butter Oil Oil diamond, tag1 tag7 tag7 tag1
3579,0x777,USDPLN ,3.7,3.696,Buy,315000,315000,2021-02-02 00:01:23.015,Fill, silverWheat  Butter Oil, tag1 tag2 tag4
1006,0x123d,USDPLN ,3.7,3.694,Buy,768000,0,2021-02-02 00:01:23.403,In_process, Soil  Butter Oil Oil, tag3 tag2 tag2 tag4
